FASTA ID,Accession ID,Sample ID,Year,Country,Clade Designation,Native/Invasive,Latitude,Longitude,County/State,City/Town,Haplotype,Urban/Rural Habitat,Breeding habitat,Type of Collection
Kassala34_Sudan,OK216614,Kassala34,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala35_Sudan,OK216613,Kassala35,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala36_Sudan,OK216612,Kassala36,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala37_Sudan,OK216611,Kassala37,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala38_Sudan,OK216610,Kassala38,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala39_Sudan,OK216609,Kassala39,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala4_Sudan,OK216608,Kassala4,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala40_Sudan,OK216607,Kassala40,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala41_Sudan,OK216606,Kassala41,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala42_Sudan,OK216605,Kassala42,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala43_Sudan,OK216604,Kassala43,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala44_Sudan,OK216603,Kassala44,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala45_Sudan,OK216602,Kassala45,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala46_Sudan,OK216601,Kassala46,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala47_Sudan,OK216600,Kassala47,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala48_Sudan,OK216599,Kassala48,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala49_Sudan,OK216598,Kassala49,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala5_Sudan,OK216597,Kassala5,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala50_Sudan,OK216596,Kassala50,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala51_Sudan,OK216595,Kassala51,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala52_Sudan,OK216594,Kassala52,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala53_Sudan,OK216593,Kassala53,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala54_Sudan,OK216592,Kassala54,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala55_Sudan,OK216591,Kassala55,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala56_Sudan,OK216590,Kassala56,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala57_Sudan,OK216589,Kassala57,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala58_Sudan,OK216588,Kassala58,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala59_Sudan,OK216587,Kassala59,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala6_Sudan,OK216586,Kassala6,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala60_Sudan,OK216585,Kassala60,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala61_Sudan,OK216584,Kassala61,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala62_Sudan,OK216583,Kassala62,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala63_Sudan,OK216582,Kassala63,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala64_Sudan,OK216581,Kassala64,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala65_Sudan,OK216580,Kassala65,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala66_Sudan,OK216579,Kassala66,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala67_Sudan,OK216578,Kassala67,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala68_Sudan,OK216577,Kassala68,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala69_Sudan,OK216576,Kassala69,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala7_Sudan,OK216575,Kassala7,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala70_Sudan,OK216574,Kassala70,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala71_Sudan,OK216573,Kassala71,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala72_Sudan,OK216572,Kassala72,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala73_Sudan,OK216571,Kassala73,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala74_Sudan,OK216570,Kassala74,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala75_Sudan,OK216569,Kassala75,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala76_Sudan,OK216568,Kassala76,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala77_Sudan,OK216567,Kassala77,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala78_Sudan,OK216566,Kassala78,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala79_Sudan,OK216565,Kassala79,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala8_Sudan,OK216564,Kassala8,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala80_Sudan,OK216563,Kassala80,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala81_Sudan,OK216562,Kassala81,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala82_Sudan,OK216561,Kassala82,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala83_Sudan,OK216560,Kassala83,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala84_Sudan,OK216559,Kassala84,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala85_Sudan,OK216558,Kassala85,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala86_Sudan,OK216557,Kassala86,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala87_Sudan,OK216556,Kassala87,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala88_Sudan,OK216555,Kassala88,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala89_Sudan,OK216554,Kassala89,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala9_Sudan,OK216553,Kassala9,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala90_Sudan,OK216552,Kassala90,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala91_Sudan,OK216551,Kassala91,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala92_Sudan,OK216550,Kassala92,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala93_Sudan,OK216549,Kassala93,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Kassala94_Sudan,OK216548,Kassala94,2021,Sudan,NA,Invasive,NA,NA,Kassala,NA,NA,NA,NA,NA
Khartoum1_Sudan,OK216355,Khartoum1,2021,Sudan,NA,Invasive,NA,NA,Khartoum,NA,NA,NA,NA,NA
Khartoum2_Sudan,OK216356,Khartoum2,2021,Sudan,NA,Invasive,NA,NA,Khartoum,NA,NA,NA,NA,NA
Khartoum3_Sudan,OK216357,Khartoum3,2021,Sudan,NA,Invasive,NA,NA,Khartoum,NA,NA,NA,NA,NA
Khartoum4_Sudan,OK216358,Khartoum4,2021,Sudan,NA,Invasive,NA,NA,Khartoum,NA,NA,NA,NA,NA
Khartoum5_Sudan,OK216359,Khartoum5,2021,Sudan,NA,Invasive,NA,NA,Khartoum,NA,NA,NA,NA,NA
NorthDarfur1_Sudan,OK216338,NorthDarfur1,2021,Sudan,NA,Invasive,NA,NA,North Darfur,NA,NA,NA,NA,NA
NorthDarfur2_Sudan,OK216339,NorthDarfur2,2021,Sudan,NA,Invasive,NA,NA,North Darfur,NA,NA,NA,NA,NA
NorthDarfur3_Sudan,OK216340,NorthDarfur3,2021,Sudan,NA,Invasive,NA,NA,North Darfur,NA,NA,NA,NA,NA
NorthDarfur4_Sudan,OK216341,NorthDarfur4,2021,Sudan,NA,Invasive,NA,NA,North Darfur,NA,NA,NA,NA,NA
NorthDarfur5_Sudan,OK216342,NorthDarfur5,2021,Sudan,NA,Invasive,NA,NA,North Darfur,NA,NA,NA,NA,NA
NorthDarfur6_Sudan,OK216343,NorthDarfur6,2021,Sudan,NA,Invasive,NA,NA,North Darfur,NA,NA,NA,NA,NA
RedSea1_Sudan,OK216547,RedSea1,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea10_Sudan,OK216546,RedSea10,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea100_Sudan,OK216545,RedSea100,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea101_Sudan,OK216544,RedSea101,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea102_Sudan,OK216543,RedSea102,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea103_Sudan,OK216542,RedSea103,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea104_Sudan,OK216541,RedSea104,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea105_Sudan,OK216540,RedSea105,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea106_Sudan,OK216539,RedSea106,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea107_Sudan,OK216538,RedSea107,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea108_Sudan,OK216537,RedSea108,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea109_Sudan,OK216536,RedSea109,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea11_Sudan,OK216535,RedSea11,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea110_Sudan,OK216534,RedSea110,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea111_Sudan,OK216533,RedSea111,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea112_Sudan,OK216532,RedSea112,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea113_Sudan,OK216531,RedSea113,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea114_Sudan,OK216530,RedSea114,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea115_Sudan,OK216529,RedSea115,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea116_Sudan,OK216528,RedSea116,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea117_Sudan,OK216527,RedSea117,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea118_Sudan,OK216526,RedSea118,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea119_Sudan,OK216525,RedSea119,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea12_Sudan,OK216524,RedSea12,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea120_Sudan,OK216523,RedSea120,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea121_Sudan,OK216522,RedSea121,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea122_Sudan,OK216521,RedSea122,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea123_Sudan,OK216520,RedSea123,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea124_Sudan,OK216519,RedSea124,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea125_Sudan,OK216518,RedSea125,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea126_Sudan,OK216517,RedSea126,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea127_Sudan,OK216516,RedSea127,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea128_Sudan,OK216515,RedSea128,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea129_Sudan,OK216514,RedSea129,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea13_Sudan,OK216513,RedSea13,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea130_Sudan,OK216512,RedSea130,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea131_Sudan,OK216511,RedSea131,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea132_Sudan,OK216510,RedSea132,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea133_Sudan,OK216509,RedSea133,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea134_Sudan,OK216508,RedSea134,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea135_Sudan,OK216507,RedSea135,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea136_Sudan,OK216506,RedSea136,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea137_Sudan,OK216505,RedSea137,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea138_Sudan,OK216504,RedSea138,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea139_Sudan,OK216503,RedSea139,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea14_Sudan,OK216502,RedSea14,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea140_Sudan,OK216501,RedSea140,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea141_Sudan,OK216500,RedSea141,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea142_Sudan,OK216499,RedSea142,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea143_Sudan,OK216498,RedSea143,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea144_Sudan,OK216497,RedSea144,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea145_Sudan,OK216496,RedSea145,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea146_Sudan,OK216495,RedSea146,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea147_Sudan,OK216494,RedSea147,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea148_Sudan,OK216493,RedSea148,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea149_Sudan,OK216492,RedSea149,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea15_Sudan,OK216491,RedSea15,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea150_Sudan,OK216490,RedSea150,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea151_Sudan,OK216489,RedSea151,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea152_Sudan,OK216488,RedSea152,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea153_Sudan,OK216487,RedSea153,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea154_Sudan,OK216486,RedSea154,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea155_Sudan,OK216485,RedSea155,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea156_Sudan,OK216484,RedSea156,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea157_Sudan,OK216483,RedSea157,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea158_Sudan,OK216482,RedSea158,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea159_Sudan,OK216481,RedSea159,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea16_Sudan,OK216480,RedSea16,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea160_Sudan,OK216479,RedSea160,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea161_Sudan,OK216478,RedSea161,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea162_Sudan,OK216477,RedSea162,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea163_Sudan,OK216476,RedSea163,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea164_Sudan,OK216475,RedSea164,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea165_Sudan,OK216474,RedSea165,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea166_Sudan,OK216473,RedSea166,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea167_Sudan,OK216472,RedSea167,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea168_Sudan,OK216471,RedSea168,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea169_Sudan,OK216470,RedSea169,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea17_Sudan,OK216469,RedSea17,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea170_Sudan,OK216468,RedSea170,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea171_Sudan,OK216467,RedSea171,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea172_Sudan,OK216466,RedSea172,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea173_Sudan,OK216465,RedSea173,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea174_Sudan,OK216464,RedSea174,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea175_Sudan,OK216463,RedSea175,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea176_Sudan,OK216462,RedSea176,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea177_Sudan,OK216461,RedSea177,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea178_Sudan,OK216460,RedSea178,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea179_Sudan,OK216459,RedSea179,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea18_Sudan,OK216458,RedSea18,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea180_Sudan,OK216457,RedSea180,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea181_Sudan,OK216456,RedSea181,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea182_Sudan,OK216455,RedSea182,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea183_Sudan,OK216454,RedSea183,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea184_Sudan,OK216453,RedSea184,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea185_Sudan,OK216452,RedSea185,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea186_Sudan,OK216451,RedSea186,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea187_Sudan,OK216450,RedSea187,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea19_Sudan,OK216449,RedSea19,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea2_Sudan,OK216448,RedSea2,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea20_Sudan,OK216447,RedSea20,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea21_Sudan,OK216446,RedSea21,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea22_Sudan,OK216445,RedSea22,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea23_Sudan,OK216444,RedSea23,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea24_Sudan,OK216443,RedSea24,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea25_Sudan,OK216442,RedSea25,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea26_Sudan,OK216441,RedSea26,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea27_Sudan,OK216440,RedSea27,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea28_Sudan,OK216439,RedSea28,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea29_Sudan,OK216438,RedSea29,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea3_Sudan,OK216437,RedSea3,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea30_Sudan,OK216436,RedSea30,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea31_Sudan,OK216435,RedSea31,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea32_Sudan,OK216434,RedSea32,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea33_Sudan,OK216433,RedSea33,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea34_Sudan,OK216432,RedSea34,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea35_Sudan,OK216431,RedSea35,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea36_Sudan,OK216430,RedSea36,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea37_Sudan,OK216429,RedSea37,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea38_Sudan,OK216428,RedSea38,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea39_Sudan,OK216427,RedSea39,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea4_Sudan,OK216426,RedSea4,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea40_Sudan,OK216425,RedSea40,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea41_Sudan,OK216424,RedSea41,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea42_Sudan,OK216423,RedSea42,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea43_Sudan,OK216422,RedSea43,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea44_Sudan,OK216421,RedSea44,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea45_Sudan,OK216420,RedSea45,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea46_Sudan,OK216419,RedSea46,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea47_Sudan,OK216418,RedSea47,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea48_Sudan,OK216417,RedSea48,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea49_Sudan,OK216416,RedSea49,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea5_Sudan,OK216415,RedSea5,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea50_Sudan,OK216414,RedSea50,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea51_Sudan,OK216413,RedSea51,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
RedSea52_Sudan,OK216412,RedSea52,2021,Sudan,NA,Invasive,NA,NA,Red Sea,NA,NA,NA,NA,NA
